IDDOC,SP5177,SP5178,SP5227,SP5228,SP5229,SP5179,SP5180,SP5181,SP5182,SP5183,SP5184,SP5185,SP5186,SP8915,SP8916,SP212
"1ODPP","1","100 грн за услуги инспектору облэнерго","2018-05-04","41E","2018-04-01","0",36046,575,1771.0,0.0,100.0,0.01,1871.01,0,0,"0     0"
"1BM9D","1","","2018-04-26","41E","2018-05-03","0",2097,154,523.6,0.0,0.4,0.0,524.0,0,0,"0     0"
"1DA0B","1","","2018-04-27","41E","2018-04-01","0",40095,566,1341.42,0.0,0.0,500.0,1841.42,0,0,"0     0"
"1BMBP","1","","2018-05-01","41E","2018-04-01","0",80239,711,1599.75,0.0,0.0,0.01,1599.76,0,0,"0     0"
"1BMC4","1","","2018-04-28","41E","2018-04-01","0",4294,599,1497.5,0.0,0.49,0.01,1498.0,0,0,"0     0"
"1NH40","1","","2018-04-23","41E","2018-04-01","0",10618,500,1145.0,0.0,0.0,0.01,1145.01,0,0,"0     0"
"1IV6R","1","1500 перелимит","2018-04-23","41E","2018-04-01","0",27244,766,1838.4,0.0,1500.0,0.01,3338.41,0,0,"0     0"
"1BYG8","1","прочее: 5% за обслуживание+7,14 грн вода+тбо 114 грн","2018-04-30","41E","2018-04-01","0",1897,660,1508.76,30.17,198.58,0.01,1737.52,0,0,"0     0"
"1NH4C","1","","2018-04-30","41E","2018-04-01","0",63280,670,1514.2,0.0,0.0,0.01,1514.21,0,0,"0     0"
"1BMD8","1","","2018-04-30","41E","2018-04-01","0",139455,1266,3000.42,0.0,0.0,0.01,3000.43,0,0,"0     0"
"1NH4E","1","","2018-05-02","41E","2018-04-01","0",11504,588,1470.0,0.0,0.0,500.0,1970.0,0,0,"0     0"
"1BMDE","1","","2018-04-30","41E","2018-04-01","0",12800,700,1743.0,0.0,16.29,0.01,1759.3,0,0,"0     0"
"19E6N","1","","2018-04-20","41E","2018-03-01","0",13066,840,2491.44,272.55,0.0,0.01,2764.0,0,0,"0     0"
"1BMDI","1","","2018-04-30","41E","2018-04-01","0",76102,758,2107.24,0.0,0.0,0.01,2107.25,0,0,"0     0"
"19E73","1","","2018-04-21","41E","2018-04-01","0",15904,586,2317.63,94.36,0.0,0.01,2412.0,0,0,"0     0"
"1BMDR","1","","2018-04-30","41E","2018-04-01","0",34029,704,1584.0,0.0,139.0,0.01,1723.01,0,0,"0     0"
"1BMDT","1","","2018-04-25","41E","2018-04-01","0",34848,819,1842.75,0.0,0.0,0.01,1842.76,0,0,"0     0"
"19E7K","1","","2018-04-23","41E","2018-04-01","0",86604,524,1294.28,0.0,0.71,0.01,1295.0,0,0,"0     0"
"1BME2","1","","2018-04-30","41E","2018-04-01","0",66526,705,1670.85,0.0,0.0,0.01,1670.86,0,0,"0     0"
"1DOXQ","1","потери 93 кВт+5% условие точки подключения","2018-04-30","41E","2018-04-01","0",10303,982,2946.0,279.0,161.24,0.01,3386.25,0,0,"0     0"
"1NH4Q","1","","2018-04-30","41E","2018-04-01","0",13153,2134,6402.0,960.0,0.0,0.01,7362.01,0,0,"0     0"
"1BYGR","1","","2018-04-26","41E","2018-04-01","0",20704,848,2035.2,64.79,0.0,0.01,2100.0,0,0,"0     0"
"1BMGW","1","потери 93 кВт + 5% условие хозяина точки подключения","2018-04-07","41E","2018-03-01","0",9375,1219,3657.0,279.0,0.0,0.01,3936.01,0,0,"0     0"
"1BAD2","1","","2018-05-01","41E","2018-04-01","0",7167,981,2246.49,75.5,0.0,0.01,2322.0,0,0,"0     0"
"19EBP","1","24 грн (комиссия банка)+566грн","2018-04-26","41E","2018-04-01","0",6396,729,1793.34,0.0,589.65,0.01,2383.0,0,0,"0     0"
"19EBY","1","","2018-04-23","41E","2018-04-01","0",8078,548,1370.0,0.0,0.0,0.01,1370.01,0,0,"0     0"
"19Q8D","1","5000 грн за аренду киоска Коммунар","2018-03-23","41E","2018-03-01","0",18431,780,1716.0,0.0,70.0,1500.0,3286.0,0,0,"0     0"
"19Q8O","1","","2018-04-23","41E","2018-04-01","0",23970,714,1635.06,0.0,500.0,0.01,2135.07,0,0,"0     0"
"19Q98","1","","2018-04-27","41E","2018-04-01","0",2022,815,2119.0,0.0,0.0,500.0,2619.0,0,0,"0     0"
"19QGY","1","1456,42 - продавцы дали не верные показания в прошлый раз","2018-04-20","41E","2018-04-01","0",60638,708,2301.57,0.0,1456.42,0.01,3758.0,0,0,"0     0"
"19QHP","1","","2018-04-24","41E","2018-04-01","0",32712,756,2364.77,0.0,0.0,0.01,2364.78,0,0,"0     0"
"19QHZ","1","","2018-04-23","41E","2018-04-01","0",42139,804,2122.56,0.0,0.0,0.01,2122.57,0,0,"0     0"
"19QIC","1","(26944-26240)*2,29+10%+1%+60 мусор=1851,1грн","2018-04-24","41E","2018-04-01","0",26944,704,1612.16,0.0,238.94,0.01,1851.11,0,0,"0     0"
"1913S","1","35 грн - за мусор","2018-04-20","41E","2018-04-01","0",8302,1045,2455.75,244.39,35.0,0.01,2735.15,0,0,"0     0"
"1913L","1","35 грн - за мусор","2018-04-20","41E","2018-04-01","0",17147,996,2340.6,234.05,35.0,0.01,2609.66,0,0,"0     0"
"19QXF","1","прочее:65грн(долг за март)+68 грн(услуги банка)=133грн","2018-04-25","41E","2018-03-01","0",3262,1204,3491.6,230.0,133.0,0.01,3854.61,0,0,"0     0"
"1D9T3","1","","2018-05-08","41E","2018-05-01","0",6655,837,2092.5,0.0,0.0,0.01,2092.51,0,0,"0     0"
"1E0QW","1","","2018-05-01","41E","2018-04-01","0",3106,0,1488.82,0.0,0.0,0.01,1488.83,0,0,"0     0"
"1O8UE","1","","2018-05-31","41E","2018-05-01","0",56447,1397,3213.1,0.0,0.0,0.01,3213.11,0,0,"0     0"
"1NH4O","1","услуги банка 55грн","2018-05-31","41E","2018-04-01","0",4213,951,2757.9,230.0,55.0,0.01,3042.91,0,0,"0     0"
"1EEIO","1","потери 31кВт","2018-05-10","41E","2018-04-01","0",3872,808,2424.0,51.0,0.0,0.01,2475.01,0,0,"0     0"
"1DONO","1","","2018-05-09","41E","2018-04-01","0",24423,1059,3229.95,0.0,150.0,0.01,3379.96,0,0,"0     0"
"1OKQX","1","","2018-05-10","41E","2018-04-01","0",14325,1034,2895.2,0.0,0.0,0.01,2895.21,0,0,"0     0"
"1FU9M","1","83.33 аренда свет","2018-05-14","41E","2018-04-01","0",43694,774,2295.0,0.0,83.33,0.01,2378.34,0,0,"0     0"
"1FU9N","1","83.33 аренда свет","2018-05-14","41E","2018-04-01","0",56875,727,2108.3,0.0,83.33,0.01,2191.64,0,0,"0     0"
"1FU9O","1","83.33 аренда свет","2018-05-14","41E","2018-04-01","0",34439,595,1785.0,0.0,83.33,0.01,1868.34,0,0,"0     0"
"1FU9P","1","83.33 аренда свет","2018-05-14","41E","2018-04-01","0",48802,908,2724.0,0.0,83.33,0.01,2807.34,0,0,"0     0"
"1FU9Q","1","83.33 аренда свет","2018-05-14","41E","2018-04-01","0",30917,740,2220.0,0.0,83.33,0.01,2303.34,0,0,"0     0"
"1OQZU","1","","2018-05-15","41E","2018-06-01","0",5690,755,2265.0,0.0,0.0,0.01,2265.01,0,0,"0     0"
"1GM6I","1","52 грн - комиссия банка","2018-05-14","41E","2018-04-01","0",9288,910,2639.0,145.0,52.0,300.0,3136.0,0,0,"0     0"
"1KQ2T","1","прочее:ком.услуги, потери 176,81 грн+30 грн вода.","2018-05-12","41E","2018-04-01","0",35974,802,2389.96,0.0,383.04,0.01,2773.01,0,0,"0     0"
"1EEGD","1","","2018-05-10","41E","2018-04-01","0",28065,656,1902.4,0.0,0.0,0.01,1902.41,0,0,"0     0"
"1G8UB","1","","2018-05-09","41E","2018-04-01","0",3395,1265,3818.0,0.0,0.0,0.01,3818.01,0,0,"0     0"
"1FUOV","1","83,33 аренда свет","2018-05-14","41E","2018-04-01","0",14433,514,1490.6,0.0,83.33,0.01,1573.94,0,0,"0     0"
"1G8UD","1","","2018-05-14","41E","2018-04-01","0",15780,710,1746.6,0.0,0.0,0.01,1746.61,0,0,"0     0"
"1EEMR","1","","2018-05-10","41E","2018-04-01","0",79131,658,1974.0,0.0,0.0,0.01,1974.01,0,0,"0     0"
"1NH3U","1","","2018-05-10","41E","2018-04-01","0",64727,1347,3084.63,236.63,0.0,0.01,3321.27,0,0,"0     0"
"1NH3Y","1","","2018-05-10","41E","2018-04-01","0",57810,890,2038.1,0.0,0.0,0.01,2038.11,0,0,"0     0"
"1G92J","1","","2018-05-15","41E","2018-04-01","0",4884,1219,4266.5,0.0,0.0,0.01,4266.51,0,0,"0     0"
"1G92L","1","","2018-05-15","41E","2018-04-01","0",4935,730,2555.0,0.0,0.0,0.01,2555.01,0,0,"0     0"
"1E11I","1","1000 грн аренда свет","2018-05-10","41E","2018-04-01","0",9397,438,1064.34,107.65,0.0,1000.01,2172.0,0,0,"0     0"
"1EER3","1","","2018-05-10","41E","2018-04-01","0",17866,891,2538.0,0.0,0.0,0.01,2538.01,0,0,"0     0"
"1KPJA","1","","2018-05-24","41E","2018-04-01","0",13968,902,3149.78,0.0,0.21,0.01,3150.0,0,0,"0     0"
"1KPN4","1","прочее: 20%НДС+1%услуга банка+300 грн охрана","2018-05-22","41E","2018-05-01","0",48715,361,795.97,0.0,468.76,0.01,1264.74,0,0,"0     0"
"1IV7M","1","","2018-04-18","41E","2018-04-01","0",41299,2751,1976.25,0.0,0.0,0.01,1976.26,0,0,"0     0"
"1L5HO","1","","2018-05-30","41E","2018-05-01","0",2667,570,1938.0,0.0,0.0,0.01,1938.01,0,0,"0     0"
"1L5HU","1","прочее 60 грн - мусор, +10% и +1 %","2018-05-29","41E","2018-05-01","0",27951,1007,2306.03,0.0,316.56,0.01,2622.6,0,0,"0     0"
"1L5VA","1","","2018-05-29","41E","2018-05-01","0",3134,1112,2891.2,0.0,500.0,0.01,3391.21,0,0,"0     0"
"1L5VF","1","","2018-05-29","41E","2018-05-01","0",40762,667,1580.79,0.0,0.0,0.01,1580.8,0,0,"0     0"
"1ME98","1","","2018-06-01","41E","2018-05-01","0",8430,1263,2892.27,122.72,0.0,0.01,3015.0,0,0,"0     0"
"1ME9V","1","","2018-05-03","41E","2018-05-01","0",49364,1217,3882.23,0.0,0.0,0.01,3882.24,0,0,"0     0"
"1KPHT","1","500 грн за услуги подключения (аренда свет)","2018-05-23","41E","2018-05-01","0",24571,601,1376.29,0.0,500.0,0.01,1876.3,0,0,"0     0"
"1KPMK","1","","2018-05-21","41E","2018-05-01","0",5468,607,1547.85,0.0,0.0,0.01,1547.86,0,0,"0     0"
"1KPNE","1","","2018-05-25","41E","2018-04-01","0",19473,1042,2386.18,0.0,0.0,0.01,2386.19,0,0,"0     0"
"1KPOL","1","","2018-05-25","41E","2018-05-01","0",61353,533,1785.55,2.44,0.0,0.01,1788.0,0,0,"0     0"
"1P71A","1","","2018-05-31","41E","2018-05-01","0",9397,438,1051.2,121.0,1000.0,0.01,2172.21,0,0,"0     0"
"1OF55","1","потери: 836+0,35% потери=839*2,07=1739грн+20%ПДВ=2087+20,79услуги банка=2100грн","2018-05-31","41E","2018-05-01","0",76884,836,1733.03,367.0,0.0,0.01,2100.04,0,0,"0     0"
"1OF58","1","прочее ПДВ 20%","2018-05-03","41E","2018-05-01","0",40643,1136,2354.93,0.0,471.14,0.01,2826.08,0,0,"0     0"
"1OF5C","1","","2018-05-22","41E","2018-05-01","0",5203,633,2100.0,0.0,0.0,0.01,2100.01,0,0,"0     0"
"1P26H","1","","2018-05-15","41E","2018-05-01","0",41784,723,2096.7,0.0,0.0,0.01,2096.71,0,0,"0     0"
"1KPRR","1","","2018-05-25","41E","2018-05-01","0",46359,1395,4945.28,0.0,0.0,0.01,4945.29,0,0,"0     0"
"1O9HY","1","","2018-05-31","41E","2018-05-01","0",4028,922,2326.21,0.0,0.0,0.01,2326.22,0,0,"0     0"
"1O9I5","1","","2018-05-31","41E","2018-05-01","0",54278,543,1303.2,0.0,0.0,0.01,1303.21,0,0,"0     0"
"1O9J2","1","прочее: 160 грн мусор+250грн охрана+65 грн пож.безоп.+260 уборка+?(85+165)","2018-05-31","41E","2018-05-01","0",50562,911,2733.0,0.0,993.0,0.01,3726.01,0,0,"0     0"
"1KQ0T","1","","2018-05-25","41E","2018-05-01","0",87270,666,1614.38,0.0,0.0,0.01,1614.39,0,0,"0     0"
"1KQ23","1","600 грн за подключение","2018-05-25","41E","2018-05-01","0",8833,755,1887.5,0.0,600.0,0.01,2487.51,0,0,"0     0"
"1KQ2I","1","","2018-05-23","41E","2018-05-01","0",99717,1040,2381.6,0.0,0.0,0.01,2381.61,0,0,"0     0"
"1ODPD","1","","2018-05-31","41E","2018-05-01","0",35860,1012,2530.0,0.0,13.0,0.01,2543.01,0,0,"0     0"
"1ODPG","1","","2018-05-31","41E","2018-05-01","0",32829,1506,3765.0,0.0,0.0,0.01,3765.01,0,0,"0     0"
"1ODPR","1","100 грн за услуги инспектора облэенрго","2018-06-08","41E","2018-05-01","0",36785,739,2357.41,0.0,100.0,0.01,2457.42,0,0,"0     0"
"1O8RM","1","61,2 грн вода + 5% за обслуживание + 121,20 грн - мусор","2018-05-31","41E","2018-05-01","0",3622,1725,3943.35,78.86,384.33,0.01,4406.55,0,0,"0     0"
"1O8RO","1","18,33 грн комиссия банка + 17 грн реактив","2018-05-31","41E","2018-05-01","0",32727,793,1815.97,0.0,35.33,1000.0,2851.3,0,0,"0     0"
"1O8RQ","1","26,24грн комиссия+42,69грн опломбировка счетчика","2018-05-31","41E","2018-05-01","0",7984,1073,2457.17,123.66,68.93,1000.0,3649.76,0,0,"0     0"
"1O8S0","1","","2018-05-31","41E","2018-05-01","0",0,0,1000.0,0.0,0.0,0.0,1000.0,0,0,"0     0"
"1O8TT","1","20грн услуги банка + 150 грн вывоз мусора","2018-05-03","41E","2018-05-01","0",54990,1028,2498.04,0.0,170.0,0.01,2668.05,0,0,"0     0"
"1L67C","1","","2018-05-30","41E","2018-05-01","0",81053,814,1831.5,0.0,0.0,0.01,1831.51,0,0,"0     0"
"1L67L","1","","2018-05-23","41E","2018-05-01","0",141447,1392,3299.04,0.0,0.0,0.01,3299.05,0,0,"0     0"
"1L67P","1","","2018-05-30","41E","2018-05-01","0",39448,755,1789.35,0.0,0.0,0.01,1789.36,0,0,"0     0"
"1O8U5","1","","2018-05-31","41E","2018-05-01","0",30978,1250,4312.5,0.0,0.0,0.01,4312.51,0,0,"0     0"
"1L67T","1","","2018-05-30","41E","2018-05-01","0",67271,745,1765.65,0.0,0.0,0.01,1765.66,0,0,"0     0"
"1NH3W","1","","2018-05-28","41E","2018-05-01","0",20759,856,2000.0,0.0,0.0,0.01,2000.01,0,0,"0     0"
"1O8UB","1","","2018-05-03","41E","2018-05-01","0",5400,1106,2751.51,0.0,0.0,0.01,2751.52,0,0,"0     0"
"1NH48","1","","2018-05-31","41E","2018-05-01","0",23921,1008,3165.12,354.86,0.0,0.01,3519.99,0,0,"0     0"
"1IV6S","1","","2018-05-22","41E","2018-05-01","0",28088,844,2194.4,0.0,0.0,0.01,2194.41,0,0,"0     0"
"1NH4A","1","","2018-05-31","41E","2018-05-01","0",29002,1298,3024.34,332.67,0.0,0.01,3357.02,0,0,"0     0"
"1IV7T","1","150грн за услугу подкл+1%комиссия банка","2018-05-23","41E","2018-05-01","0",33401,689,1998.1,0.0,171.48,0.01,2169.59,0,0,"0     0"
"1NH4F","1","","2018-06-01","41E","2018-05-01","0",12278,774,1935.0,0.0,0.0,500.0,2435.0,0,0,"0     0"
"1JN52","1","26,45 грн услуги банка","2018-05-20","41E","2018-05-01","0",50903,770,1763.3,0.0,26.45,0.01,1789.76,0,0,"0     0"
"1JN3E","1","42,47 грн услуги банка","2018-05-20","41E","2018-05-01","0",97323,830,1950.5,0.0,42.47,0.01,1992.98,0,0,"0     0"
"1JN3N","1","прочее:85 грн вода+42,47 грн услуги банка","2018-05-20","41E","2018-05-01","0",18325,1178,2768.3,276.83,127.47,0.01,3172.61,0,0,"0     0"
"1JN3V","1","42,47 грн услуги банка","2018-05-20","41E","2018-05-01","0",28288,667,1567.92,0.0,42.47,0.01,1610.4,0,0,"0     0"
"1JN3X","1","42,47 грн услуги банка","2018-05-20","41E","2018-05-01","0",21425,1897,4457.95,444.13,42.47,0.01,4944.56,0,0,"0     0"
"1JN4A","1","прочее: 85 грн вода+42,47 грн услуги банка","2018-05-20","41E","2018-05-01","0",9600,1298,3050.3,124.08,127.47,0.01,3301.86,0,0,"0     0"
"1JN4H","1","42,47 грн услуги банка","2018-05-20","41E","2018-05-01","0",48869,914,2362.23,0.0,42.47,0.01,2404.71,0,0,"0     0"
"1JN4O","1","42,47 грн услуги банка","2018-05-20","41E","2018-05-01","0",7704,1025,2408.75,240.87,42.47,0.01,2692.1,0,0,"0     0"
"1JN6T","1","","2018-05-25","41E","2018-05-01","0",33352,1089,3082.96,0.0,0.0,0.01,3082.97,0,0,"0     0"
"1JN76","1","","2018-05-20","41E","2018-05-01","0",61334,696,1781.76,0.0,0.23,0.01,1782.0,0,0,"0     0"
"1JN7M","1","","2018-05-20","41E","2018-05-01","0",16845,941,1792.51,2079.5,0.0,0.01,3872.02,0,0,"0     0"
"1JN7R","1","","2018-05-25","41E","2018-05-01","0",32787,772,1930.0,96.0,0.0,0.01,2026.01,0,0,"0     0"
"1NH4K","1","","2018-05-31","41E","2018-05-01","0",29917,906,2536.8,0.0,0.0,400.0,2936.8,0,0,"0     0"
"1NH4M","1","","2018-05-28","41E","2018-05-01","0",7794,1159,2654.11,0.0,27.0,0.01,2681.12,0,0,"0     0"
"1NH4S","1","","2018-05-31","41E","2018-04-01","0",12562,1134,3402.0,290.0,0.0,0.01,3692.01,0,0,"0     0"
"1NH4U","1","","2018-05-31","41E","2018-05-01","0",11603,2287,5786.1,0.0,0.0,0.01,5786.11,0,0,"0     0"
"1NH4X","1","перелимит: первые 1000кВт по 2,29 грн, +75кВт по 4,58грн=2633.5грн+1%=2659.84грн+1075(1кВт=1грн)=3734.83грн+долг 14 грн","2018-05-31","41E","2018-05-01","0",54723,1075,2461.75,0.0,1289.0,0.01,3750.76,0,0,"0     0"
"1Q4AG","1","","2018-06-01","41E","2018-06-01","0",27630,780,1942.2,0.0,0.0,0.01,1942.21,0,0,"0     0"
"1OLG1","1","","2018-06-10","41E","2018-05-01","0",4872,1000,3000.0,66.0,0.0,0.01,3066.01,0,0,"0     0"
"1OLG6","1","150 грн за обслуживание линии","2018-06-10","41E","2018-05-01","0",25585,1162,3602.2,0.0,150.0,0.01,3752.21,0,0,"0     0"
"1OLLN","1","1000 грн абонплата","2018-06-10","41E","2018-05-01","0",80378,1247,2930.45,0.0,1000.0,0.01,3930.46,0,0,"0     0"
"1OLM2","1","1000 грн абонплата","2018-06-05","41E","2018-05-01","0",4709,1314,3090.0,0.0,1000.0,0.01,4090.01,0,0,"0     0"
"1OLLZ","1","","2018-06-10","41E","2018-05-01","0",28893,828,2401.2,0.0,0.0,0.01,2401.21,0,0,"0     0"
"1OO2F","1","","2018-06-15","41E","2018-05-01","0",49781,979,2937.0,0.0,0.0,0.01,2937.01,0,0,"0     0"
"1OKQY","1","","2018-06-10","41E","2018-05-01","0",15565,1240,3472.0,0.0,0.0,0.01,3472.01,0,0,"0     0"
"1OR05","1","","2018-06-15","41E","2018-05-01","0",5879,995,2985.0,0.0,0.0,0.01,2985.01,0,0,"0     0"
"1P1FC","1","","2018-06-10","41E","2018-06-01","0",67743,3016,6898.93,0.0,0.0,0.01,6898.94,0,0,"0     0"
"1P1FK","1","","2018-06-10","41E","2018-06-01","0",58658,848,1615.39,0.0,0.0,0.01,1615.4,0,0,"0     0"
"1P1FU","1","","2018-06-17","41E","2018-06-01","0",11307,689,1577.81,0.0,0.0,0.01,1577.82,0,0,"0     0"
"1OLMB","1","1000 грн абонплата","2018-06-10","41E","2018-05-01","0",18823,957,2536.31,0.0,1000.0,0.01,3536.32,0,0,"0     0"
"1OU2M","1","прочее: вода - 30 грн, мусор - 330 грн, налог на земл. - 618,95грн.","2018-06-11","41E","2018-05-01","0",37163,1189,3543.22,201.18,978.82,0.01,4723.23,0,0,"0     0"
"1OO1D","1","","2018-06-15","41E","2018-05-01","0",31960,1043,3129.0,0.0,0.0,0.01,3129.01,0,0,"0     0"
"1OO1H","1","","2018-06-15","41E","2018-05-01","0",57770,895,2506.0,0.0,0.0,0.01,2506.01,0,0,"0     0"
"1OO1P","1","","2018-06-15","41E","2018-05-01","0",44725,1034,3102.0,0.0,0.0,0.01,3102.01,0,0,"0     0"
"1OO1U","1","","2018-06-10","41E","2018-05-01","0",15565,1240,3472.0,0.0,0.0,0.01,3472.01,0,0,"0     0"
"1OO1X","1","","2018-06-15","41E","2018-05-01","0",35244,805,2415.0,0.0,0.0,0.01,2415.01,0,0,"0     0"
"1OO2C","1","","2018-05-15","41E","2018-05-01","0",49781,979,2937.0,0.0,0.0,0.01,2937.01,0,0,"0     0"
"1OO2O","1","","2018-06-15","41E","2018-05-01","0",10187,899,2607.1,145.0,352.0,0.01,3104.11,0,0,"0     0"
"1OO2V","1","52грн- услуги банка","2018-06-14","41E","2018-05-01","0",5268,1055,3059.5,230.0,60.0,0.01,3349.51,0,0,"0     0"
"1P1H0","1","","2018-06-30","41E","2018-06-01","0",8961,1257,2953.95,295.39,0.0,0.01,3249.35,0,0,"0     0"
"1P1F6","1","прочее: 20%НДС+1%услуга банка+300 грн охрана","2018-06-27","41E","2018-06-01","0",49204,489,1077.76,0.0,528.28,0.01,1606.05,0,0,"0     0"
"1P1F8","1","1500 грн за услуги подключения","2018-06-27","41E","2018-06-01","0",21052,1579,3615.91,0.0,1500.0,0.01,5115.92,0,0,"0     0"
"1OTJ5","1","","2018-06-20","41E","2018-06-01","0",62074,721,2090.9,0.0,0.0,0.01,2090.91,0,0,"0     0"
"1OTJD","1","","2018-06-20","41E","2018-06-01","0",42182,883,2339.95,0.0,0.0,0.01,2339.96,0,0,"0     0"
"1P6V9","1","1000грн-аренда(свет), 33,59 грн -услуги банка","2018-06-30","41E","2018-06-01","0",9405,1421,3254.09,105.34,1033.59,0.01,4393.03,0,0,"0     0"
"1P6VD","1","","2018-06-30","41E","2018-06-01","0",30819,902,2525.6,0.0,400.0,0.01,2925.61,0,0,"0     0"
"1P6VH","1","600 грн за подключение","2018-06-30","41E","2018-06-01","0",9696,863,2157.5,0.0,600.0,0.01,2757.51,0,0,"0     0"
"1OTJV","1","","2018-06-20","41E","2018-06-01","0",6210,742,1966.3,0.0,0.0,0.01,1966.31,0,0,"0     0"
"1OTJX","1","","2018-06-20","41E","2018-06-01","0",35249,1094,2899.1,321.63,0.0,0.01,3220.74,0,0,"0     0"
"1P6VS","1","","2018-06-22","41E","2018-06-01","0",6160,957,4300.0,0.0,0.0,0.01,4300.01,0,0,"0     0"
"1P71G","1","30 грн - вода","2018-06-30","41E","2018-06-01","0",11804,2407,5811.8,0.0,1030.0,0.01,6841.81,0,0,"0     0"
"1P71L","1","33 грн -услуги банка","2018-06-30","41E","2018-06-01","0",9232,1438,3293.02,0.0,33.0,0.01,3326.03,0,0,"0     0"
"1P71S","1","","2018-06-30","41E","2018-06-01","0",14165,1012,3036.0,0.0,0.0,0.01,3036.01,0,0,"0     0"
"1P71X","1","","2018-06-30","41E","2018-06-01","0",13982,1420,4622.0,0.0,0.0,0.01,4622.01,0,0,"0     0"
"1P723","1","75,57-33кВт за прошлый мес","2018-06-30","41E","2018-06-01","0",1088,1088,2491.52,0.0,75.57,0.01,2567.1,0,0,"0     0"
"1P78W","1","1200кВт *2,29 план, предоплата за 2 месяца итого 5496","2018-06-30","41E","2018-06-01","0",0,1200,2748.0,0.0,2748.0,0.01,5496.01,0,0,"0     0"
"1PE8M","1","","2018-07-26","41E","2018-06-01","0",4367,1233,3329.1,500.0,0.0,0.01,3829.11,0,0,"0     0"
"1PE8O","1","","2018-06-23","41E","2018-06-01","0",39607,1650,4999.5,0.0,0.49,0.01,5000.0,0,0,"0     0"
"1PE8Q","1","","2018-06-26","41E","2018-06-01","0",15485,1279,4169.54,0.0,9.46,0.01,4179.01,0,0,"0     0"
"1PNEX","1","за обслуживание сетей","2018-07-11","41E","2018-06-01","0",37526,741,2200.99,0.0,100.0,0.01,2301.0,0,0,"0     0"
"1PNF5","1","","2018-06-30","41E","2018-06-01","0",82216,1074,2416.5,0.0,0.0,0.01,2416.51,0,0,"0     0"
"1P690","1","","2018-06-30","41E","2018-06-01","0",3339,417,1417.8,0.0,0.0,0.01,1417.81,0,0,"0     0"
"1P694","1","","2018-06-30","41E","2018-06-01","0",21913,1154,3269.59,124.8,105.6,0.01,3500.0,0,0,"0     0"
"1P696","1","","2018-06-30","41E","2018-06-01","0",33793,1006,2515.0,125.0,0.0,0.01,2640.01,0,0,"0     0"
"1P69S","1","","2018-06-30","41E","2018-06-01","0",9901,1471,3383.3,142.6,1247.4,0.01,4773.31,0,0,"0     0"
"1P6C3","1","1000 грн за подключение","2018-06-30","41E","2018-06-01","0",55479,756,1505.0,0.0,1000.0,0.01,2505.01,0,0,"0     0"
"1PNM6","1","","2018-06-30","41E","2018-06-01","0",17824,979,4023.69,0.0,5.3,0.01,4029.0,0,0,"0     0"
"1P6CS","1","","2018-06-30","41E","2018-06-01","0",25008,1087,3413.18,377.18,0.0,0.01,3790.37,0,0,"0     0"
"1P6CU","1","1500 грн берет раз в квартал за подключение","2018-06-30","41E","2018-06-01","0",30185,1183,2756.39,303.2,1500.0,0.01,4559.6,0,0,"0     0"
"1OTZE","1","","2018-06-20","41E","2018-06-01","0",47319,960,3402.24,0.0,0.0,0.01,3402.25,0,0,"0     0"
"1OTZJ","1","","2018-06-20","41E","2018-06-01","0",16659,879,2162.34,0.0,0.0,0.01,2162.35,0,0,"0     0"
"1OTZO","1","комиссия 1%+150 грн за обслуживание линии","2018-06-20","41E","2018-06-01","0",34307,906,2627.4,0.0,176.27,0.01,2803.68,0,0,"0     0"
"1OTZX","1","1000 грн аренда свет+потери 10%","2018-06-15","41E","2018-06-01","0",10087,690,1676.7,169.0,1000.0,0.01,2845.71,0,0,"0     0"
"1OVFB","1","","2018-06-15","41E","2018-05-01","0",20310,902,2751.1,0.0,0.0,0.01,2751.11,0,0,"0     0"
