IDDOC,SP5177,SP5178,SP5227,SP5228,SP5229,SP5179,SP5180,SP5181,SP5182,SP5183,SP5184,SP5185,SP5186,SP8915,SP8916,SP212
"1RHZ2","1","","2018-08-31","41E","2018-08-01","0",43471,1450,3697.5,0.0,0.0,0.01,3697.51,0,0,"0     0"
"1RKHE","1","","2018-08-31","41E","2018-08-01","0",18656,1040,2558.4,0.0,0.0,0.01,2558.41,0,0,"0     0"
"1REG8","1","460 грн за перелимит и за квитанции","2018-08-28","41E","2018-08-01","0",89942,986,2390.06,0.0,460.0,0.01,2850.07,0,0,"0     0"
"1RHZ6","1","закрылась","2018-08-31","41E","2018-08-01","0",4591,490,323.0,0.0,0.0,0.01,323.01,0,0,"0     0"
"1RKHS","1","прочее - уборка, мусор и др","2018-08-31","41E","2018-08-01","0",53967,1144,3432.0,0.0,1182.0,0.01,4614.01,0,0,"0     0"
"1REGB","1","1500 грн - аренда света","2018-08-27","41E","2018-08-01","0",23972,1600,3664.0,0.0,1500.0,0.01,5164.01,0,0,"0     0"
"1RKIM","1","1000 грн его аренда света","2018-08-31","41E","2018-08-01","0",25157,1280,3216.0,60.0,1000.0,0.01,4276.01,0,0,"0     0"
"1QISP","1","","2018-08-15","41E","2018-08-01","0",38618,1092,3254.16,100.0,0.0,0.01,3354.17,0,0,"0     0"
"1QJSQ","1","","2018-08-17","41E","2018-08-01","0",44041,975,2583.75,0.0,0.0,0.01,2583.76,0,0,"0     0"
"1QJT7","1","аренда свет","2018-08-15","41E","2018-08-01","0",11490,737,1790.91,180.0,1000.0,0.01,2970.92,0,0,"0     0"
"1QJTQ","1","потери 137кВт*2,45","2018-08-17","41E","2018-08-01","0",37448,1149,3044.85,335.65,0.0,0.01,3380.51,0,0,"0     0"
"1QJU4","1","300 за обслуж сетей+145 потери+84 услугибанка","2018-08-17","41E","2018-08-01","0",12613,1328,3851.2,145.0,384.0,0.01,4380.21,0,0,"0     0"
"1QJUK","1","42.65 грн комиссия банка","2018-08-16","41E","2018-08-01","0",44286,1245,2805.0,0.0,42.65,0.01,2847.66,0,0,"0     0"
"1QJUP","1","42.65 грн комиссия банка","2018-08-20","41E","2018-08-01","0",45169,1400,3206.0,0.0,42.65,0.01,3248.66,0,0,"0     0"
"1QJUR","1","42.65 грн комиссия банка","2018-08-20","41E","2018-08-01","0",41139,1100,2519.0,0.0,42.65,0.01,2561.66,0,0,"0     0"
"1QV63","1","8 %потери+1%комиссия банка+150 за обслуж сети","2018-08-22","41E","2018-08-01","0",63942,891,2583.9,238.0,150.0,0.01,2971.91,0,0,"0     0"
"1STOS","1","","2018-08-31","41E","2018-09-01","0",79948,1182,2919.54,0.0,0.0,0.01,2919.55,0,0,"0     0"
"1RP07","1","подключили к новому счетчику. 511.93 ПДВ - 20 %","2018-08-23","41E","2018-08-01","0",53146,910,2548.0,0.0,511.93,0.01,3059.94,0,0,"0     0"
"1SG8B","1","","2018-08-20","41E","2018-08-01","0",0,0,5500.0,0.0,0.0,0.0,5500.0,0,0,"0     0"
"1SG8C","1","","2018-08-20","41E","2018-08-01","0",0,0,4600.0,0.0,0.0,0.01,4600.01,0,0,"0     0"
"1RCQM","1","","2018-08-31","41E","2018-08-01","0",11988,1551,3551.79,0.0,6.3,0.01,3558.1,0,0,"0     0"
"1RCQU","1","","2018-08-31","41E","2018-08-01","0",54229,1734,5531.46,0.0,0.0,0.01,5531.47,0,0,"0     0"
"1RGRK","1","","2018-08-23","41E","2018-08-01","0",103953,1462,3345.0,0.0,0.0,0.01,3345.01,0,0,"0     0"
"1RGSL","1","300 грн -охрана,280 грн - ко1% миссия банка + 20% НДС","2018-08-29","41E","2018-08-01","0",50395,577,1293.63,0.0,580.36,0.01,1874.0,0,0,"0     0"
"1RGSP","1","","2018-08-28","41E","2018-08-01","0",3529,1493,3418.97,0.0,0.0,0.01,3418.98,0,0,"0     0"
"1QMBG","1","","2018-08-17","41E","2018-08-01","0",16748,1238,4157.0,0.0,0.0,0.01,4157.01,0,0,"0     0"
"1QQ5C","1","56.9 грн комиссия банка","2018-08-31","41E","2018-08-01","0",113649,1501,3527.35,0.0,57.82,0.01,3585.18,0,0,"0     0"
"1QQ5H","1","потери 5% от 1100 кВт + 56.9 грн комиссия банка","2018-08-22","41E","2018-08-01","0",31540,1100,2585.0,129.25,56.9,0.01,2771.16,0,0,"0     0"
"1QQ5S","1","потери 10% + 56.9 грн комиссия банка","2018-08-22","41E","2018-08-01","0",27896,2195,4700.0,974.07,56.9,0.01,5730.98,0,0,"0     0"
"1QQ62","1","56.9 грн комиссия банка","2018-08-22","41E","2018-08-01","0",14485,1775,4171.25,417.11,56.9,0.01,4645.27,0,0,"0     0"
"1QQ69","1","56.9 грн комиссия банка","2018-08-22","41E","2018-08-01","0",52079,1115,2884.2,0.0,56.9,0.01,2941.11,0,0,"0     0"
"1QQ7A","1","10% потери+56.9 грн комиссия банка","2018-08-22","41E","2018-08-01","0",11432,1304,3064.4,306.43,56.9,0.01,3427.74,0,0,"0     0"
"1QQ7S","1","","2018-08-22","41E","2018-08-01","0",54678,999,2287.71,0.0,0.0,0.01,2287.72,0,0,"0     0"
"1QQF1","1","","2018-08-23","41E","2018-08-01","0",0,0,3500.0,0.0,0.0,0.01,3500.01,0,0,"0     0"
"1QQF6","1","","2018-08-22","41E","2018-08-01","0",0,0,4790.0,0.0,0.0,0.0,4790.0,0,0,"0     0"
"1RGT1","1","","2018-08-30","41E","2018-08-01","0",4089,1504,3970.56,0.0,0.0,0.01,3970.57,0,0,"0     0"
"1RGT6","1","","2018-08-17","41E","2018-08-01","0",13021,909,2081.61,0.0,0.0,0.01,2081.62,0,0,"0     0"
"1RIQB","1","","2018-09-12","41E","2018-09-01","0",0,0,2534.0,0.0,0.0,0.0,2534.0,0,0,"0     0"
"1RIQD","1","","2018-09-12","41E","2018-09-01","0",0,0,3500.0,0.0,0.0,0.0,3500.0,0,0,"0     0"
"1STG7","1","","2018-09-04","41E","2018-09-01","0",71919,1535,3914.25,0.0,0.0,0.01,3914.26,0,0,"0     0"
"1RUYZ","1","150 грн за обслуж сети","2018-09-10","41E","2018-09-01","0",29280,1313,4070.3,0.0,150.0,0.01,4220.31,0,0,"0     0"
"1RXWQ","1","","2018-09-10","41E","2018-09-01","0",31679,878,2546.2,0.0,0.0,0.01,2546.21,0,0,"0     0"
"1RV1M","1","","2018-09-10","41E","2018-09-01","0",8533,986,2958.0,0.0,0.0,0.01,2958.01,0,0,"0     0"
"1RV1Y","1","","2018-09-10","41E","2018-09-01","0",9628,1368,4104.0,0.0,0.0,0.01,4104.01,0,0,"0     0"
"1S9WK","1","вода -30грн, 618,95 грн - налог на землю, 330 грн - мусор, 129,33 грн - потери","2018-09-09","41E","2018-10-09","0",41364,1414,4213.72,0.0,1108.28,0.01,5322.01,0,0,"0     0"
"1S2U7","1","был ремонт на точке. новый счетчик: 307677 на 01.10","2018-09-10","41E","2018-09-01","0",70800,311,575.78,0.0,0.0,0.01,575.79,0,0,"0     0"
"1S2UD","1","пдв =409,85грн","2018-09-10","41E","2018-09-01","0",62267,948,2170.92,0.0,409.85,0.01,2580.78,0,0,"0     0"
"1SC7F","1","","2018-09-10","41E","2018-09-01","0",19974,1469,4113.2,0.0,0.0,0.01,4113.21,0,0,"0     0"
"1RUZ3","1","1000 грн аренда света","2018-09-10","41E","2018-09-01","0",82354,819,2751.84,3.0,1000.0,0.01,3754.85,0,0,"0     0"
"1RUZC","1","","2018-09-01","41E","2018-09-01","0",35557,1204,3612.0,0.0,0.0,0.01,3612.01,0,0,"0     0"
"1RUZE","1","","2018-09-01","41E","2018-09-01","0",61034,1107,3321.0,0.0,0.0,0.01,3321.01,0,0,"0     0"
"1RUZP","1","","2018-09-01","41E","2018-09-01","0",38460,1111,3333.0,0.0,0.0,0.01,3333.01,0,0,"0     0"
"1RUZU","1","","2018-09-01","41E","2018-09-01","0",47516,982,2946.0,0.0,0.0,0.01,2946.01,0,0,"0     0"
"1RV00","1","","2018-09-15","41E","2018-09-01","0",13651,1038,3010.2,0.0,0.0,0.01,3010.21,0,0,"0     0"
"1RV03","1","1000 грн аенда свет","2018-09-15","41E","2018-09-01","0",22728,1054,2761.48,0.0,1000.0,0.01,3761.49,0,0,"0     0"
"1SG7X","1","","2018-09-15","41E","2018-09-01","0",33607,1293,3749.7,230.0,80.0,0.01,4059.71,0,0,"0     0"
"1SG85","1","со счетчика "Ключи здоровья" 53372*2,6=588грн, со второго: 300кВт*2.5=750+700грн аренды=1450-588=862грн","2018-09-15","41E","2018-09-01","0",53372,226,587.6,0.0,862.0,0.01,1449.61,0,0,"0     0"
"1S2U1","1","","2018-09-30","41E","2018-09-01","0",17567,819,2743.65,0.0,2.0,0.01,2745.66,0,0,"0     0"
"1S2U9","1","","2018-09-30","41E","2018-09-01","0",105465,1512,3462.48,0.0,0.0,0.01,3462.49,0,0,"0     0"
"1S2UB","1","","2018-09-30","41E","2018-09-01","0",13858,837,1916.73,0.0,0.0,0.01,1916.74,0,0,"0     0"
"1S2X0","1","","2018-09-30","41E","2018-09-01","0",55416,1187,3786.53,0.0,0.0,0.01,3786.54,0,0,"0     0"
"1S2XF","1","","2018-09-30","41E","2018-09-01","0",14225,1388,3192.4,0.0,1168.6,0.01,4361.01,0,0,"0     0"
"1S2Y1","1","","2018-09-30","41E","2018-09-01","0",21381,2244,5677.0,0.0,0.0,0.01,5677.01,0,0,"0     0"
"1S30E","1","500 аренда кабеля","2018-09-30","41E","2018-09-01","0",15821,787,1967.5,0.0,500.0,0.01,2467.51,0,0,"0     0"
"1S30H","1","37грн комиссия банка","2018-09-30","41E","2018-09-01","0",13601,1613,3693.77,0.0,37.0,0.01,3730.78,0,0,"0     0"
"1RZPB","1","","2018-09-30","41E","2018-09-01","0",66100,640,1696.0,0.0,3.0,0.01,1699.01,0,0,"0     0"
"1RZPD","1","","2018-09-30","41E","2018-09-01","0",33503,766,2144.8,0.0,0.0,0.01,2144.81,0,0,"0     0"
"1RZPF","1","","2018-09-30","41E","2018-09-01","0",28559,1202,3774.28,377.4,70.0,0.01,4221.69,0,0,"0     0"
"1RZPH","1","","2018-09-30","41E","2018-09-01","0",32647,1261,2938.13,323.87,0.0,0.01,3262.01,0,0,"0     0"
"1RZPL","1","","2018-09-30","41E","2018-09-01","0",16981,1597,5190.25,0.0,0.0,0.01,5190.26,0,0,"0     0"
"1RURN","1","","2018-09-25","41E","2018-09-01","0",32474,980,2548.0,0.0,0.0,0.01,2548.01,0,0,"0     0"
"1RURR","1","8 %потери+1%комиссия банка+150 за обслуж сети","2018-09-21","41E","2018-09-01","0",64783,841,2438.9,0.0,375.1,0.01,2814.01,0,0,"0     0"
"1RUUJ","1","","2018-09-19","41E","2018-09-01","0",44915,874,2316.1,0.0,0.0,0.01,2316.11,0,0,"0     0"
"1RUUP","1","","2018-09-20","41E","2018-09-01","0",37310,886,2569.4,0.0,177.6,0.01,2747.01,0,0,"0     0"
"1RUUU","1","","2018-09-20","41E","2018-09-01","0",8798,968,2710.4,0.0,0.0,0.01,2710.41,0,0,"0     0"
"1RUUY","1","","2018-09-20","41E","2018-09-01","0",38522,1074,2846.1,0.0,0.0,0.01,2846.11,0,0,"0     0"
"1RUZ8","1","","2018-09-24","41E","2018-09-26","0",51819,1122,3977.49,0.0,0.0,0.01,3977.5,0,0,"0     0"
"1RUZI","1","","2018-09-30","41E","2018-09-01","0",19617,961,2364.06,0.0,0.0,0.01,2364.07,0,0,"0     0"
"1RUZX","1","","2018-09-25","41E","2018-09-01","0",25229,1257,2878.53,0.0,0.0,0.01,2878.54,0,0,"0     0"
"1S65H","1","","2018-09-30","41E","2018-09-01","0",4877,1404,4212.0,0.0,0.0,0.01,4212.01,0,0,"0     0"
"1S65R","1","54 грн потери 1000 грн аренда света","2018-09-30","41E","2018-09-01","0",26186,1029,2446.0,54.0,1000.0,0.01,3500.01,0,0,"0     0"
"1RV23","1","","2018-09-25","41E","2018-09-01","0",4826,1297,2970.13,0.0,0.0,0.01,2970.14,0,0,"0     0"
"1RXED","1","60грн мусор, 1%-комиссия банка, 10% потери","2018-09-27","41E","2018-09-01","0",32770,1115,2553.35,255.33,89.0,0.01,2897.69,0,0,"0     0"
"1RXEJ","1","500 грн за обслуж сети","2018-09-27","41E","2018-09-01","0",8289,1166,3148.2,0.0,500.0,0.01,3648.21,0,0,"0     0"
"1RXEM","1","","2018-09-27","41E","2018-09-01","0",43694,740,1753.8,0.0,0.0,0.01,1753.81,0,0,"0     0"
"1RXJU","1","потери 10%, 60 грн - мусор, 1% комиссия банка","2018-09-27","41E","2018-09-01","0",24177,833,1907.57,190.75,86.67,0.01,2185.0,0,0,"0     0"
"1RXK0","1","","2018-09-28","41E","2018-09-01","0",20931,1224,3935.16,0.0,0.0,0.01,3935.17,0,0,"0     0"
"1RXW5","1","","2018-09-30","41E","2018-09-01","0",36798,844,2110.0,106.0,0.0,0.01,2216.01,0,0,"0     0"
"1RXWS","1","","2018-09-28","41E","2018-09-01","0",5516,1427,3852.9,0.0,0.0,0.01,3852.91,0,0,"0     0"
"1RXWW","1","500 грн за обслуж линии","2018-09-25","41E","2018-09-01","0",28106,890,2038.1,0.0,500.0,0.01,2538.11,0,0,"0     0"
"1STF3","1","","2018-09-30","41E","2018-09-01","0",43302,1391,2879.37,0.0,0.0,0.01,2879.38,0,0,"0     0"
"1S9WH","1","","2018-09-30","41E","2018-09-01","0",39647,1029,3076.71,0.0,100.0,0.01,3176.72,0,0,"0     0"
"1S9WS","1","300 грн охрана, 16,39грн комиссия банка, 285,61 грн ндс","2018-09-30","41E","2018-09-01","0",51010,615,1353.0,0.0,602.0,0.01,1955.01,0,0,"0     0"
"1STOU","1","","2018-09-30","41E","2018-09-01","0",36216,1168,4088.0,0.0,0.0,0.01,4088.01,0,0,"0     0"
"1STPE","1","","2018-09-30","41E","2018-10-01","0",8950,950,1969.35,0.0,0.0,0.01,1969.36,0,0,"0     0"
"1STPG","1","","2018-09-30","41E","2018-09-01","0",18300,1100,2813.8,0.0,0.0,0.01,2813.81,0,0,"0     0"
"1STPM","1","","2018-09-30","41E","2018-09-01","0",64728,1119,2584.88,0.0,0.0,0.01,2584.89,0,0,"0     0"
"1STPU","1","","2018-09-30","41E","2018-09-01","0",148407,1491,3757.32,0.0,0.0,0.01,3757.33,0,0,"0     0"
"1SG8F","1","","2018-09-30","41E","2018-09-01","0",0,0,5100.0,0.0,0.0,0.0,5100.0,0,0,"0     0"
"1SG8H","1","","2018-09-30","41E","2018-09-01","0",0,0,4700.0,0.0,0.0,0.0,4700.0,0,0,"0     0"
"1S6JD","1","15,88 грн комиссия банка,1000 грн аренда,17 грн реактив","2018-09-30","41E","2018-09-01","0",36170,686,1570.94,0.0,1032.88,0.01,2603.83,0,0,"0     0"
"1S6JL","1","192,36 потери, 1000 грн аренда, 31,83грн комиссия БАНКА","2018-09-30","41E","2018-09-01","0",13526,1306,2990.74,192.36,1031.83,0.01,4214.94,0,0,"0     0"
"1S6JQ","1","","2018-09-30","41E","2018-09-01","0",12425,925,2312.5,0.0,0.0,0.01,2312.51,0,0,"0     0"
"1S6JX","1","","2018-09-30","41E","2018-09-01","0",58281,787,1615.19,0.0,1000.0,0.01,2615.2,0,0,"0     0"
"1SS9A","1","200 грн уборка, 129 - вода, 120 грн - мусор","2018-09-28","41E","2018-10-01","0",1904,1853,4447.2,0.0,449.0,0.01,4896.21,0,0,"0     0"
"1S5PN","1","","2018-10-01","41E","2018-10-01","0",117539,1385,3254.75,0.0,0.0,0.01,3254.76,0,0,"0     0"
"1S5PU","1","","2018-10-01","41E","2018-10-01","0",33840,1980,4653.0,0.0,0.0,0.01,4653.01,0,0,"0     0"
"1S5Q3","1","","2018-10-01","41E","2018-10-01","0",30442,2546,4700.0,1881.4,0.0,0.01,6581.41,0,0,"0     0"
"1S5QC","1","","2018-10-01","41E","2018-10-01","0",16534,2049,4700.0,1316.0,0.0,0.01,6016.01,0,0,"0     0"
"1S5QF","1","","2018-10-01","41E","2018-10-01","0",53124,1045,2703.1,0.0,0.0,0.01,2703.11,0,0,"0     0"
"1S5QH","1","","2018-10-01","41E","2018-10-01","0",12871,1439,3381.65,338.34,0.0,0.01,3720.0,0,0,"0     0"
"1S5QM","1","","2018-10-01","41E","2018-10-01","0",430,420,961.8,72.2,0.0,0.01,1034.01,0,0,"0     0"
"1S5RC","1","","2018-10-01","41E","2018-10-01","0",55640,962,2202.98,0.0,0.0,0.01,2202.99,0,0,"0     0"
"1TPZ6","1","","2018-10-01","41E","2018-11-01","0",30752,605,1530.65,0.0,0.0,0.01,1530.66,0,0,"0     0"
"1TQ16","1","","2018-10-01","41E","2018-11-01","0",74211,1177,3001.35,0.0,0.0,0.01,3001.36,0,0,"0     0"
"1STQ2","1","","2018-10-04","41E","2018-10-01","0",73034,1115,2843.25,0.0,0.0,0.01,2843.26,0,0,"0     0"
"1SC7B","1","","2018-10-08","41E","2018-10-01","0",7666,1500,3450.0,0.0,50.0,0.01,3500.01,0,0,"0     0"
"1SJPN","1","","2018-10-10","41E","2018-10-01","0",30166,886,2746.6,0.0,150.0,0.01,2896.61,0,0,"0     0"
"1SJQK","1","","2018-10-10","41E","2018-10-01","0",32241,562,1629.8,0.0,0.0,0.01,1629.81,0,0,"0     0"
"1SLAH","1","","2018-10-10","41E","2018-10-01","0",10635,1007,3021.0,0.0,0.0,0.01,3021.01,0,0,"0     0"
"1SLAZ","1","","2018-10-10","41E","2018-10-01","0",5509,632,1896.0,0.0,0.0,0.01,1896.01,0,0,"0     0"
"1TFLI","1","","2018-10-01","41E","2018-10-01","0",82775,421,1414.56,0.0,0.0,0.01,1414.57,0,0,"0     0"
"1T2HT","1","700 грн аренда кабеля +второй счетчик от "Ключи здоровья"второй счетчик 36305-35531=2012грн итого 2842грн","2018-10-15","41E","2018-10-01","0",53422,50,130.0,0.0,2712.0,0.01,2842.01,0,0,"0     0"
"1TUTD","1","","2018-10-10","41E","2018-11-01","0",63421,1154,2642.66,0.0,0.0,0.01,2642.67,0,0,"0     0"
"1TUTH","1","новый счетчик","2018-10-10","41E","2018-11-01","0",967,967,2214.43,99.62,0.0,0.01,2314.06,0,0,"0     0"
"1SC7G","1","","2018-10-10","41E","2018-10-01","0",20979,1005,2814.0,0.0,0.0,0.01,2814.01,0,0,"0     0"
"1SL3J","1","","2018-10-01","41E","2018-10-01","0",39184,724,2172.0,0.0,0.0,0.01,2172.01,0,0,"0     0"
"1SL3S","1","","2018-10-01","41E","2018-10-01","0",48256,740,2220.0,0.0,0.0,0.01,2220.01,0,0,"0     0"
"1TIFL","1","1000 грн за подключение","2018-10-15","41E","2018-10-01","0",23756,1028,2693.36,0.0,1000.0,0.01,3693.37,0,0,"0     0"
"1SJSX","1","500 грн за обслуж сети","2018-10-01","41E","2018-10-01","0",14548,1487,4162.11,0.0,500.89,0.01,4663.01,0,0,"0     0"
"1RXWU","1","новый счетчик 68073-6654 , 500грн за обслуж сетей","2018-10-01","41E","2018-10-01","0",68073,1499,4497.0,0.0,500.0,0.01,4997.01,0,0,"0     0"
"1SL6Z","1","300грн - за обслуж сетей, 64грн услуги банка","2018-10-15","41E","2018-10-01","0",14579,928,2691.2,145.0,364.0,0.01,3200.21,0,0,"0     0"
"1SJQF","1","","2018-10-01","41E","2018-10-17","0",36542,888,2664.0,0.0,0.0,0.01,2664.01,0,0,"0     0"
"1SJQW","1","","2018-10-01","41E","2018-10-01","0",61862,828,2484.0,0.0,0.0,0.01,2484.01,0,0,"0     0"
"1SLAK","1","","2018-10-15","41E","2018-10-01","0",34531,924,2679.0,231.0,358.0,0.01,3268.01,0,0,"0     0"
"1SJT2","1","","2018-10-01","41E","2018-10-01","0",18362,704,2112.0,0.0,0.0,0.01,2112.01,0,0,"0     0"
"1SMJX","1","28,3 комиссия банка","2018-10-31","41E","2018-10-19","0",21177,246,2830.0,0.0,28.3,0.01,2858.31,0,0,"0     0"
"1T1OW","1","","2018-10-30","41E","2018-10-01","0",54973,1006,3018.0,0.0,895.0,0.01,3913.01,0,0,"0     0"
"1T2FG","1","","2018-10-31","41E","2018-10-01","0",33191,717,1864.2,0.0,0.0,0.01,1864.21,0,0,"0     0"
"1T2FM","1","1квт=1грн=642грн доп.берет за услуги","2018-10-30","41E","2018-10-01","0",58923,642,1476.6,14.79,642.0,0.01,2133.4,0,0,"0     0"
"1T2FU","1","","2018-10-31","41E","2018-10-01","0",52954,1135,4023.58,0.0,0.0,0.01,4023.59,0,0,"0     0"
"1T2GM","1","","2018-10-23","41E","2018-10-01","0",106301,836,1923.64,0.0,53.31,0.01,1976.96,0,0,"0     0"
"1T2H1","1","","2018-10-31","41E","2018-10-01","0",20474,749,3078.39,0.0,74.9,0.01,3153.3,0,0,"0     0"
"1T2H8","1","","2018-10-31","41E","2018-10-01","0",6711,1195,3226.5,0.0,0.0,0.01,3226.51,0,0,"0     0"
"1T2I5","1","","2018-10-31","41E","2018-10-01","0",14320,462,1063.11,0.0,1.72,0.01,1064.84,0,0,"0     0"
"1T65A","1","комиссия банка-10,43, 1000 грн аренда, 17 грн -потери","2018-10-31","41E","2018-10-01","0",36614,444,1026.0,0.0,1027.43,0.01,2053.44,0,0,"0     0"
"1T65F","1","1000 грн аренда, 25 грнкомиссия банка","2018-10-31","41E","2018-10-01","0",14581,1055,2437.05,155.68,1025.0,0.01,3617.74,0,0,"0     0"
"1T65K","1","","2018-10-31","41E","2018-10-01","0",55721,748,2244.0,0.0,956.0,0.01,3200.01,0,0,"0     0"
"1T65M","1","","2018-10-31","41E","2018-10-01","0",56093,677,2159.63,0.0,0.0,0.01,2159.64,0,0,"0     0"
"1T664","1","","2018-10-31","41E","2018-10-01","0",18302,1092,3658.2,0.0,0.0,0.01,3658.21,0,0,"0     0"
"1T667","1","500 грн за обслуж.сети","2018-10-31","41E","2018-10-01","0",9173,884,2386.8,0.0,500.0,0.01,2886.81,0,0,"0     0"
"1T66A","1","","2018-10-31","41E","2018-10-01","0",44161,381,876.3,0.0,0.0,0.01,876.31,0,0,"0     0"
"1T66D","1","","2018-10-31","41E","2018-10-01","0",15310,1085,2506.35,0.0,1248.65,0.01,3755.01,0,0,"0     0"
"1SL1D","1","","2018-10-17","41E","2018-10-01","0",20215,598,1471.08,0.0,0.0,0.01,1471.09,0,0,"0     0"
"1TIDE","1","500 грн за услуги подключения","2018-10-25","41E","2018-10-01","0",28887,781,1788.49,0.0,500.0,0.01,2288.5,0,0,"0     0"
"1TIDM","1","","2018-10-31","41E","2018-10-01","0",23595,2214,5601.42,0.0,0.0,0.01,5601.43,0,0,"0     0"
"1TIDV","1","Новый счетчик 170573-170017=556кВт, 500 грн за подлючение (Корзинке)","2018-10-31","41E","2018-10-01","0",170573,556,1668.0,0.0,500.0,0.01,2168.01,0,0,"0     0"
"1TIDZ","1","","2018-10-25","41E","2018-10-01","0",25844,615,1408.35,0.0,0.0,0.01,1408.36,0,0,"0     0"
"1TIFH","1","40 грн -вода","2018-10-31","41E","2018-10-01","0",49608,2058,5865.0,0.0,40.0,0.01,5905.01,0,0,"0     0"
"1TIFQ","1","","2018-10-31","41E","2018-10-01","0",9735,785,1990.0,0.0,0.0,0.01,1990.01,0,0,"0     0"
"1TIFU","1","","2018-10-31","41E","2018-10-01","0",149719,1312,3306.24,0.0,0.0,0.01,3306.25,0,0,"0     0"
"1TIFX","1","Новый объект, 47914-47319 = 595 кВт","2018-10-31","41E","2018-10-01","0",47914,595,1362.55,0.0,0.0,0.0,1362.55,0,0,"0     0"
"1SL4Z","1","","2018-10-31","41E","2018-10-01","0",28212,855,2684.7,339.3,0.0,0.01,3024.01,0,0,"0     0"
"1SL6X","1","1500 грн за 4квартал(берет 1 раз в квартал)","2018-10-31","41E","2018-10-01","0",33642,995,2318.35,255.24,1500.0,0.01,4073.6,0,0,"0     0"
"1SO31","1","","2018-10-20","41E","2018-10-01","0",37867,557,1826.96,298.04,0.0,0.01,2125.01,0,0,"0     0"
"1SO33","1","","2018-10-20","41E","2018-10-01","0",65357,574,1882.72,294.3,0.0,0.01,2177.03,0,0,"0     0"
"1TTUC","1","225 грн потери+330 грн мусор+618,95 грн возмещение налога на землю+30 грн вода","2018-10-31","41E","2018-11-01","0",42450,1086,3236.28,225.0,978.95,0.01,4440.24,0,0,"0     0"
"1SL8D","1","","2018-10-31","41E","2018-10-01","0",18280,1299,4221.75,0.0,11.0,0.01,4232.76,0,0,"0     0"
"1STHG","1","168,77 грн - НДС, 300 грн охрана, 10,13 грн комиссия банка","2018-10-25","41E","2018-10-01","0",51390,380,843.87,0.0,478.9,0.01,1322.78,0,0,"0     0"
"1TX9L","1","","2018-10-31","41E","2018-11-01","0",21815,884,2830.0,0.0,0.0,0.01,2830.01,0,0,"0     0"
"1TXB0","1","","2018-10-31","41E","2018-11-01","0",65918,1190,2748.9,0.0,1.89,0.01,2750.8,0,0,"0     0"
"1TXBK","1","","2018-10-31","41E","2018-11-01","0",33545,775,1774.75,177.4,79.52,0.01,2031.68,0,0,"0     0"
"1TPYB","1","","2018-10-31","41E","2018-11-01","0",90688,746,1806.0,0.0,0.0,0.01,1806.01,0,0,"0     0"
"1TPZ1","1","","2018-10-29","41E","2018-11-01","0",81220,647,1580.0,0.0,0.0,0.01,1580.01,0,0,"0     0"
"1TJXF","1","600 грн-за подключение","2018-10-31","41E","2018-10-01","0",13025,600,1500.0,0.0,600.0,0.01,2100.01,0,0,"0     0"
"1TJXJ","1","101.66грн- увеличение и лимиты в связи с подорожанием + комиссия банка 23 грн","2018-10-31","41E","2018-10-01","0",43651,720,1692.0,0.0,124.66,0.01,1816.67,0,0,"0     0"
"1TQ0M","1","","2018-10-31","41E","2018-11-01","0",45084,1613,4113.15,0.0,0.0,0.01,4113.16,0,0,"0     0"
"1TJXM","1","124,66грн = 23 грн комиссия банка, остально - подорожание и лимиты","2018-10-31","41E","2018-10-01","0",47426,434,1019.9,0.0,124.76,0.01,1144.67,0,0,"0     0"
"1TJXO","1","124,66грн = 23 грн комиссия банка, остально - подорожание и лимиты","2018-10-03","41E","2018-11-16","0",47416,799,1877.65,0.0,124.66,0.01,2002.32,0,0,"0     0"
"1TQ1P","1","","2018-11-21","41E","2018-11-01","0",10851,1282,3525.5,0.0,1610.0,0.01,5135.51,0,0,"0     0"
"1S9WY","1","","2018-10-09","41E","2018-10-01","0",40520,873,2732.49,0.0,100.0,0.01,2832.5,0,0,"0     0"
"1T385","1","60грн мусор, 1% комиссия, 10% потери","2018-10-03","41E","2018-10-01","0",24757,580,1328.2,0.0,207.43,0.01,1535.64,0,0,"0     0"
"1T38J","1","","2018-10-31","41E","2018-10-01","0",5619,793,1815.97,0.0,0.0,0.01,1815.98,0,0,"0     0"
"1SML6","1","","2018-10-19","41E","2018-10-01","0",9508,710,1988.0,0.0,0.0,0.01,1988.01,0,0,"0     0"
"1SML8","1","","2018-10-19","41E","2018-10-01","0",39337,815,2159.75,239.61,0.0,0.01,2399.37,0,0,"0     0"
"1T39G","1","","2018-10-31","41E","2018-10-01","0",59869,794,1913.54,0.0,11.0,1500.0,3424.54,0,0,"0     0"
"1T39T","1","","2018-10-31","41E","2018-10-01","0",14629,1028,2354.12,0.0,33.87,0.01,2388.0,0,0,"0     0"
"1SMLA","1","","2018-10-18","41E","2018-10-01","0",45564,649,1719.85,0.0,0.0,0.01,1719.86,0,0,"0     0"
"1TXIH","1","1000 грн аренда, 3000 грн -включая предоплату","2018-10-31","41E","2018-11-01","0",26905,719,1725.6,55.43,2219.0,0.01,4000.04,0,0,"0     0"
"1T3AR","1","","2018-10-31","41E","2018-10-01","0",37306,508,1270.0,63.5,0.0,0.01,1333.51,0,0,"0     0"
